Muscle Group,Exercise,Video Link (Male),Video Link (Female),Equipment,Difficulty
Forearms,Bodyweight Underhand Inverted Row,https://musclewiki.com/bodyweight/male/biceps/bodyweight-underhand-inverted-row,https://musclewiki.com/bodyweight/female/biceps/bodyweight-underhand-inverted-row,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/bodyweight/male/biceps/bodyweight-underhand-inverted-row"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/bodyweight/female/biceps/bodyweight-underhand-inverted-row"">Female</a> Bodyweight",Beginner
Wrist Extensors,Kettlebell Wrist Extension,https://musclewiki.com/kettlebells/male/forearms/kettlebell-wrist-extension,https://musclewiki.com/kettlebells/female/forearms/kettlebell-wrist-extension,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/kettlebells/male/forearms/kettlebell-wrist-extension"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/kettlebells/female/forearms/kettlebell-wrist-extension"">Female</a> Kettlebells",Novice
Wrist Extensors,Dumbbell Reverse Curl,https://musclewiki.com/dumbbells/male/biceps/dumbbell-reverse-curl,https://musclewiki.com/dumbbells/female/biceps/dumbbell-reverse-curl,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/biceps/dumbbell-reverse-curl"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/biceps/dumbbell-reverse-curl"">Female</a> Dumbbells",Novice
Wrist Extensors,Barbell Reverse Curl,https://musclewiki.com/barbell/male/biceps/barbell-reverse-curl,https://musclewiki.com/barbell/female/biceps/barbell-reverse-curl,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/biceps/barbell-reverse-curl"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/biceps/barbell-reverse-curl"">Female</a> Barbell",Advanced
Wrist Extensors,Cable Seated Bayesian Reverse Curl,https://musclewiki.com/cables/male/biceps/cable-seated-bayesian-reverse-curl,https://musclewiki.com/cables/female/biceps/cable-seated-bayesian-reverse-curl,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/cables/male/biceps/cable-seated-bayesian-reverse-curl"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/cables/female/biceps/cable-seated-bayesian-reverse-curl"">Female</a> Cables",Intermediate
Wrist Flexors,Kettlebell Farmers Carry,https://musclewiki.com/kettlebells/male/forearms/kettlebell-farmers-carry,https://musclewiki.com/kettlebells/female/forearms/kettlebell-farmers-carry,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/kettlebells/male/forearms/kettlebell-farmers-carry"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/kettlebells/female/forearms/kettlebell-farmers-carry"">Female</a> Kettlebells",Beginner
Wrist Flexors,Barbell Wrist Curl,https://musclewiki.com/barbell/male/forearms/barbell-wrist-curl,https://musclewiki.com/barbell/female/forearms/barbell-wrist-curl,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/forearms/barbell-wrist-curl"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/forearms/barbell-wrist-curl"">Female</a> Barbell",Novice
Wrist Flexors,Kettlebell Wrist Curl,https://musclewiki.com/kettlebells/male/forearms/kettlebell-wrist-curl,https://musclewiki.com/kettlebells/female/forearms/kettlebell-wrist-curl,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/kettlebells/male/forearms/kettlebell-wrist-curl"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/kettlebells/female/forearms/kettlebell-wrist-curl"">Female</a> Kettlebells",Novice
Wrist Flexors,Dumbbell Reverse Curl,https://musclewiki.com/dumbbells/male/biceps/dumbbell-reverse-curl,https://musclewiki.com/dumbbells/female/biceps/dumbbell-reverse-curl,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/biceps/dumbbell-reverse-curl"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/biceps/dumbbell-reverse-curl"">Female</a> Dumbbells",Novice
Wrist Flexors,Barbell Reverse Curl,https://musclewiki.com/barbell/male/biceps/barbell-reverse-curl,https://musclewiki.com/barbell/female/biceps/barbell-reverse-curl,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/biceps/barbell-reverse-curl"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/biceps/barbell-reverse-curl"">Female</a> Barbell",Advanced
Wrist Flexors,Cable Seated Bayesian Reverse Curl,https://musclewiki.com/cables/male/biceps/cable-seated-bayesian-reverse-curl,https://musclewiki.com/cables/female/biceps/cable-seated-bayesian-reverse-curl,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/cables/male/biceps/cable-seated-bayesian-reverse-curl"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/cables/female/biceps/cable-seated-bayesian-reverse-curl"">Female</a> Cables",Intermediate
Wrist Flexors,Dumbbell Bench Wrist Curl,https://musclewiki.com/dumbbells/male/forearms/dumbbell-bench-wrist-curl,https://musclewiki.com/dumbbells/female/forearms/dumbbell-bench-wrist-curl,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/forearms/dumbbell-bench-wrist-curl"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/forearms/dumbbell-bench-wrist-curl"">Female</a> Dumbbells",Novice
Wrist Flexors,Kettlebell Bench Wrist Curl,https://musclewiki.com/kettlebells/male/forearms/kettlebell-bench-wrist-curl,https://musclewiki.com/kettlebells/female/forearms/kettlebell-bench-wrist-curl,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/kettlebells/male/forearms/kettlebell-bench-wrist-curl"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/kettlebells/female/forearms/kettlebell-bench-wrist-curl"">Female</a> Kettlebells",Novice
Wrist Flexors,Kettlebell Walking Farmers March,https://musclewiki.com/kettlebells/male/forearms/kettlebell-walking-farmers-march,https://musclewiki.com/kettlebells/female/forearms/kettlebell-walking-farmers-march,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/kettlebells/male/forearms/kettlebell-walking-farmers-march"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/kettlebells/female/forearms/kettlebell-walking-farmers-march"">Female</a> Kettlebells",Beginner
Glutes,Barbell Hip Thrust,https://musclewiki.com/barbell/male/glutes/barbell-hip-thrust,https://musclewiki.com/barbell/female/glutes/barbell-hip-thrust,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/glutes/barbell-hip-thrust"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/glutes/barbell-hip-thrust"">Female</a> Barbell",Beginner
Glutes,Barbell Deadlift,https://musclewiki.com/barbell/male/traps-middle/barbell-deadlift,https://musclewiki.com/barbell/female/traps-middle/barbell-deadlift,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/traps-middle/barbell-deadlift"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/traps-middle/barbell-deadlift"">Female</a> Barbell",Intermediate
Glutes,Barbell Curtsy Lunge,https://musclewiki.com/barbell/male/glutes/barbell-curtsy-lunge,https://musclewiki.com/barbell/female/glutes/barbell-curtsy-lunge,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/glutes/barbell-curtsy-lunge"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/glutes/barbell-curtsy-lunge"">Female</a> Barbell",Advanced
Glutes,Barbell Bulgarian Split Squat,https://musclewiki.com/barbell/male/glutes/barbell-bulgarian-split-squat,https://musclewiki.com/barbell/female/glutes/barbell-bulgarian-split-squat,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/glutes/barbell-bulgarian-split-squat"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/glutes/barbell-bulgarian-split-squat"">Female</a> Barbell",Advanced
Glutes,Barbell Front Squat Olympic,https://musclewiki.com/barbell/male/abdominals/barbell-front-squat-olympic,https://musclewiki.com/barbell/female/abdominals/barbell-front-squat-olympic,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/abdominals/barbell-front-squat-olympic"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/abdominals/barbell-front-squat-olympic"">Female</a> Barbell",Advanced
Glutes,Barbell Front Squat Bodybuilding,https://musclewiki.com/barbell/male/glutes/barbell-front-squat-bodybuilding,https://musclewiki.com/barbell/female/glutes/barbell-front-squat-bodybuilding,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/glutes/barbell-front-squat-bodybuilding"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/glutes/barbell-front-squat-bodybuilding"">Female</a> Barbell",Advanced
Glutes,Barbell Low Bar Good Morning,https://musclewiki.com/barbell/male/lowerback/barbell-low-bar-good-morning,https://musclewiki.com/barbell/female/lowerback/barbell-low-bar-good-morning,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/lowerback/barbell-low-bar-good-morning"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/lowerback/barbell-low-bar-good-morning"">Female</a> Barbell",Advanced
Glutes,Barbell Staggered Deadlift,https://musclewiki.com/barbell/male/lowerback/barbell-staggered-deadlift,https://musclewiki.com/barbell/female/lowerback/barbell-staggered-deadlift,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/lowerback/barbell-staggered-deadlift"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/lowerback/barbell-staggered-deadlift"">Female</a> Barbell",Advanced
Glutes,Barbell Single Leg Deadlift,https://musclewiki.com/barbell/male/lowerback/barbell-single-leg-deadlift,https://musclewiki.com/barbell/female/lowerback/barbell-single-leg-deadlift,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/lowerback/barbell-single-leg-deadlift"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/lowerback/barbell-single-leg-deadlift"">Female</a> Barbell",Advanced
Glutes,Barbell High Bar Squat,https://musclewiki.com/barbell/male/glutes/barbell-high-bar-squat,https://musclewiki.com/barbell/female/glutes/barbell-high-bar-squat,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/glutes/barbell-high-bar-squat"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/glutes/barbell-high-bar-squat"">Female</a> Barbell",Beginner
Glutes,Landmine Alternating Lunge And Twist,https://musclewiki.com/barbell/male/glutes/landmine-alternating-lunge-and-twist,https://musclewiki.com/barbell/female/glutes/landmine-alternating-lunge-and-twist,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/glutes/landmine-alternating-lunge-and-twist"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/glutes/landmine-alternating-lunge-and-twist"">Female</a> Barbell",Advanced
Glutes,Landmine Alternating Lunge To Chest Press,https://musclewiki.com/barbell/male/glutes/landmine-alternating-lunge-to-chest-press,https://musclewiki.com/barbell/female/glutes/landmine-alternating-lunge-to-chest-press,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/glutes/landmine-alternating-lunge-to-chest-press"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/glutes/landmine-alternating-lunge-to-chest-press"">Female</a> Barbell",Advanced
Glutes,Landmine Curtsy Lunge,https://musclewiki.com/barbell/male/glutes/landmine-curtsy-lunge,https://musclewiki.com/barbell/female/glutes/landmine-curtsy-lunge,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/glutes/landmine-curtsy-lunge"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/glutes/landmine-curtsy-lunge"">Female</a> Barbell",Intermediate
Glutes,Landmine Goblet Curtsy Lunge,https://musclewiki.com/barbell/male/glutes/landmine-goblet-curtsy-lunge,https://musclewiki.com/barbell/female/glutes/landmine-goblet-curtsy-lunge,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/glutes/landmine-goblet-curtsy-lunge"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/glutes/landmine-goblet-curtsy-lunge"">Female</a> Barbell",Advanced
Glutes,Landmine Rotational Lift To Press,https://musclewiki.com/barbell/male/glutes/landmine-rotational-lift-to-press,https://musclewiki.com/barbell/female/glutes/landmine-rotational-lift-to-press,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/glutes/landmine-rotational-lift-to-press"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/glutes/landmine-rotational-lift-to-press"">Female</a> Barbell",Advanced
Glutes,Landmine Single Leg Glute Bridge,https://musclewiki.com/barbell/male/glutes/landmine-single-leg-glute-bridge,https://musclewiki.com/barbell/female/glutes/landmine-single-leg-glute-bridge,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/glutes/landmine-single-leg-glute-bridge"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/glutes/landmine-single-leg-glute-bridge"">Female</a> Barbell",Advanced
Glutes,Landmine Snatch,https://musclewiki.com/barbell/male/lowerback/landmine-snatch,https://musclewiki.com/barbell/female/lowerback/landmine-snatch,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/male/lowerback/landmine-snatch"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/barbell/female/lowerback/landmine-snatch"">Female</a> Barbell",Intermediate
Glutes,Dumbbell Goblet Good Morning,https://musclewiki.com/dumbbells/male/lowerback/dumbbell-goblet-good-morning,https://musclewiki.com/dumbbells/female/lowerback/dumbbell-goblet-good-morning,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/lowerback/dumbbell-goblet-good-morning"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/lowerback/dumbbell-goblet-good-morning"">Female</a> Dumbbells",Beginner
Glutes,Dumbbell Hip Thrust,https://musclewiki.com/dumbbells/male/glutes/dumbbell-hip-thrust,https://musclewiki.com/dumbbells/female/glutes/dumbbell-hip-thrust,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/glutes/dumbbell-hip-thrust"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/glutes/dumbbell-hip-thrust"">Female</a> Dumbbells",Novice
Glutes,Dumbbell Glute Bridge,https://musclewiki.com/dumbbells/male/glutes/dumbbell-glute-bridge,https://musclewiki.com/dumbbells/female/glutes/dumbbell-glute-bridge,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/glutes/dumbbell-glute-bridge"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/glutes/dumbbell-glute-bridge"">Female</a> Dumbbells",Novice
Glutes,Dumbbell Bulgarian Split Squat,https://musclewiki.com/dumbbells/male/glutes/dumbbell-bulgarian-split-squat,https://musclewiki.com/dumbbells/female/glutes/dumbbell-bulgarian-split-squat,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/glutes/dumbbell-bulgarian-split-squat"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/glutes/dumbbell-bulgarian-split-squat"">Female</a> Dumbbells",Intermediate
Glutes,Dumbbell Forward Lunge,https://musclewiki.com/dumbbells/male/glutes/dumbbell-forward-lunge,https://musclewiki.com/dumbbells/female/glutes/dumbbell-forward-lunge,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/glutes/dumbbell-forward-lunge"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/glutes/dumbbell-forward-lunge"">Female</a> Dumbbells",Beginner
Glutes,Dumbbell Goblet Forward Lunge,https://musclewiki.com/dumbbells/male/glutes/dumbbell-goblet-forward-lunge,https://musclewiki.com/dumbbells/female/glutes/dumbbell-goblet-forward-lunge,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/glutes/dumbbell-goblet-forward-lunge"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/glutes/dumbbell-goblet-forward-lunge"">Female</a> Dumbbells",Beginner
Glutes,Dumbbell Goblet Reverse Lunge,https://musclewiki.com/dumbbells/male/glutes/dumbbell-goblet-reverse-lunge,https://musclewiki.com/dumbbells/female/glutes/dumbbell-goblet-reverse-lunge,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/glutes/dumbbell-goblet-reverse-lunge"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/glutes/dumbbell-goblet-reverse-lunge"">Female</a> Dumbbells",Novice
Glutes,Dumbbell Front Rack Pause Squat,https://musclewiki.com/dumbbells/male/lowerback/dumbbell-front-rack-pause-squat,https://musclewiki.com/dumbbells/female/lowerback/dumbbell-front-rack-pause-squat,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/lowerback/dumbbell-front-rack-pause-squat"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/lowerback/dumbbell-front-rack-pause-squat"">Female</a> Dumbbells",Advanced
Glutes,Dumbbell Single Leg Single Arm Deadlift,https://musclewiki.com/dumbbells/male/lowerback/dumbbell-single-leg-single-arm-deadlift,https://musclewiki.com/dumbbells/female/lowerback/dumbbell-single-leg-single-arm-deadlift,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/lowerback/dumbbell-single-leg-single-arm-deadlift"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/lowerback/dumbbell-single-leg-single-arm-deadlift"">Female</a> Dumbbells",Advanced
Glutes,Dumbbell Staggered Deadlift,https://musclewiki.com/dumbbells/male/lowerback/dumbbell-staggered-deadlift,https://musclewiki.com/dumbbells/female/lowerback/dumbbell-staggered-deadlift,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/lowerback/dumbbell-staggered-deadlift"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/lowerback/dumbbell-staggered-deadlift"">Female</a> Dumbbells",Intermediate
Glutes,Dumbbell Front Rack Step Up,https://musclewiki.com/dumbbells/male/glutes/dumbbell-front-rack-step-up,https://musclewiki.com/dumbbells/female/glutes/dumbbell-front-rack-step-up,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/glutes/dumbbell-front-rack-step-up"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/glutes/dumbbell-front-rack-step-up"">Female</a> Dumbbells",Advanced
Glutes,Dumbbell Step Up,https://musclewiki.com/dumbbells/male/glutes/dumbbell-step-up,https://musclewiki.com/dumbbells/female/glutes/dumbbell-step-up,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/male/glutes/dumbbell-step-up"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/dumbbells/female/glutes/dumbbell-step-up"">Female</a> Dumbbells",Beginner
Glutes,Glute Bridge,https://musclewiki.com/bodyweight/male/glutes/glute-bridge,https://musclewiki.com/bodyweight/female/glutes/glute-bridge,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/bodyweight/male/glutes/glute-bridge"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/bodyweight/female/glutes/glute-bridge"">Female</a> Bodyweight",Novice
Glutes,Bulgarian Split Squat,https://musclewiki.com/bodyweight/male/glutes/bulgarian-split-squat,https://musclewiki.com/bodyweight/female/glutes/bulgarian-split-squat,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/bodyweight/male/glutes/bulgarian-split-squat"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/bodyweight/female/glutes/bulgarian-split-squat"">Female</a> Bodyweight",Beginner
Glutes,Forward Lunges,https://musclewiki.com/bodyweight/male/glutes/forward-lunges,https://musclewiki.com/bodyweight/female/glutes/forward-lunges,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/bodyweight/male/glutes/forward-lunges"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/bodyweight/female/glutes/forward-lunges"">Female</a> Bodyweight",Novice
Glutes,Jump Squats,https://musclewiki.com/bodyweight/male/glutes/jump-squats,https://musclewiki.com/bodyweight/female/glutes/jump-squats,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/bodyweight/male/glutes/jump-squats"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/bodyweight/female/glutes/jump-squats"">Female</a> Bodyweight",Beginner
Glutes,Good Mornings,https://musclewiki.com/bodyweight/male/lowerback/good-mornings,https://musclewiki.com/bodyweight/female/lowerback/good-mornings,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/bodyweight/male/lowerback/good-mornings"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/bodyweight/female/lowerback/good-mornings"">Female</a> Bodyweight",Novice
Glutes,Kickbacks,https://musclewiki.com/bodyweight/male/glutes/kickbacks,https://musclewiki.com/bodyweight/female/glutes/kickbacks,"<a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/bodyweight/male/glutes/kickbacks"">Male</a><span class=""ltr:ml-2 rtl:me-2 hidden sm:block"">|</span><a class=""ltr:ml-2 rtl:me-2 text-xs sm:text-base mx-auto"" href=""/bodyweight/female/glutes/kickbacks"">Female</a> Bodyweight",Novice
